track_id,album_comments,album_date_created,album_date_released,album_engineer,album_favorites,album_id,album_information,album_listens,album_producer,album_tags,album_title,album_tracks,album_type,artist_active_year_begin,artist_active_year_end,artist_associated_labels,artist_bio,artist_comments,artist_date_created,artist_favorites,artist_id,artist_latitude,artist_location,artist_longitude,artist_members,artist_name,artist_related_projects,artist_tags,artist_website,artist_wikipedia_page,set_split,set_subset,track_bit_rate,track_comments,track_composer,track_date_created,track_date_recorded,track_duration,track_favorites,track_genre_top,track_genres,track_genres_all,track_information,track_interest,track_language_code,track_license,track_listens,track_lyricist,track_number,track_publisher,track_tags,track_title
176,0,11/26/08 1:51,1/6/09 0:00,,0,74,<p>Unreleased.</p>,346,,[],Victim of Your Life,2,Single Tracks,,,"Below PDX, Trash Skull","<p>Below PDX is a noise label headed by James Squeaky, the man who is also behind the vocal-noise experimentation of Argumentix.  A former member of Alarmist, Sex With Girls, and Space Hawk, James ditched these bands to explore what could be described as a type of musical deconstructionism. Argumentix uses found sound, damaged tapes, field recordings, drum beats, and some aching, wailing vocals to create uniquely emotional noise productions. (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,11/26/08 1:49,2,62,45.5234515,"Portland, OR",-122.6762071,James Squeaky,Argumentix,"Animal Writes, Ghost to Falco, Soup Purse, Noise Divorce, Bird Costumes, Alarmist, Space Hawk, Sex with Girls","['portland', 'argumentix']",http://www.belowpdx.com,,training,large,320000,0,,11/26/08 1:46,11/26/08 0:00,160,0,Rock,[25],"[25, 12]",<p>Unreleased</p>,461,en,Attribution-NonCommercial-ShareAlike 3.0 International,104,,6,,[],Step Up to Legends
177,0,11/26/08 1:51,6/23/08 0:00,,0,72,"<p><em>from James' <a href=""http://www.belowpdx.com/store/"">website</a>:</em></p>
<p>""This is the first album I wish to be remembered by. Recorded through a bleak year of my life, 2006, Boss of Goth is an album of power-mourning, demon-fighting and vengeance-fucking. Trapped inside despair over the death of true love, childhood, and joy, I have always clung voraciously to a promise of a better tomorrow. I finished this album in March of 2007 and held on to it until now to make sure I would still love it enough to make 500 of them.<br /><br />Boss of Goth includes industrial punk and pop style songs with occasional fleeting dance beats and bursts of harsh noise. Vocals are the central focus, creating sweet pop ballads and lurking creep-stalker punk melt-downs. A variety of microphone processing accompanying sequencers, drum machines, and tons and tons of manipulated cassette tapes. Twisted collage journeys and quick punches to the throat. A fitting comparison perhaps: To Live and Shave in LA meets Nine Inch Nails, with the spirits of Edward Ka-Spel, Suckdog, and bedroom four track. Includes 6 songs that have appeared regularly in live performances. Oh yeah, and I play piano on the last track.<br /><br />Album includes two hidden bonus tracks. The first a live performance caught at the end of my ""temper tantrum approach"" to harsh noise performance. The second is Dragging an Ox Through Water (aka Brian Mumford) singing a cover of my song ""Save Life's Golden Receipt in Case Refund Needed."" Both were recorded at Someday Lounge by Ryan Olson.<br /><br />CD comes with a 12 page booklet with lyrics. Cover art by <a href=""http://dragginganox.blogspot.com/"">Brian Mumford</a>.<br /><br />Recorded 2006<br />released June 23 2008""</p>",716,,[],Boss of Goth,4,Single Tracks,,,"Below PDX, Trash Skull","<p>Below PDX is a noise label headed by James Squeaky, the man who is also behind the vocal-noise experimentation of Argumentix.  A former member of Alarmist, Sex With Girls, and Space Hawk, James ditched these bands to explore what could be described as a type of musical deconstructionism. Argumentix uses found sound, damaged tapes, field recordings, drum beats, and some aching, wailing vocals to create uniquely emotional noise productions. (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,11/26/08 1:49,2,62,45.5234515,"Portland, OR",-122.6762071,James Squeaky,Argumentix,"Animal Writes, Ghost to Falco, Soup Purse, Noise Divorce, Bird Costumes, Alarmist, Space Hawk, Sex with Girls","['portland', 'argumentix']",http://www.belowpdx.com,,training,large,192000,0,James Squeaky,11/26/08 1:46,1/1/06 0:00,129,0,Rock,[25],"[25, 12]",,529,en,Attribution-NonCommercial-ShareAlike 3.0 International,160,,7,,[],Petty Hate Machine
178,0,11/26/08 1:52,1/6/09 0:00,,0,76,"<p>The first vinyl release from Argumentix.<br /><br />DVDR with purchase includes 8 original animated videos, including a video for “Tarantula Downpour,” along with songs from various other releases. They range from crude drawings and feline adventures to dense rotating patterns of melting color.</p>",149,,[],"Tarantula Downpour 7""",1,Single Tracks,,,"Below PDX, Trash Skull","<p>Below PDX is a noise label headed by James Squeaky, the man who is also behind the vocal-noise experimentation of Argumentix.  A former member of Alarmist, Sex With Girls, and Space Hawk, James ditched these bands to explore what could be described as a type of musical deconstructionism. Argumentix uses found sound, damaged tapes, field recordings, drum beats, and some aching, wailing vocals to create uniquely emotional noise productions. (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,11/26/08 1:49,2,62,45.5234515,"Portland, OR",-122.6762071,James Squeaky,Argumentix,"Animal Writes, Ghost to Falco, Soup Purse, Noise Divorce, Bird Costumes, Alarmist, Space Hawk, Sex with Girls","['portland', 'argumentix']",http://www.belowpdx.com,,training,large,192000,0,,11/26/08 1:46,2/1/06 0:00,259,1,Rock,[25],"[25, 12]",,287,en,Attribution-NonCommercial-ShareAlike 3.0 International,149,,0,,[],Lend Me a Blanket
179,0,11/26/08 1:52,1/6/09 0:00,,0,77,"<p>4 way split LP with Ghost to Falco, Inca Ore, Tunnels.</p>",226,,[],Dracula Safari,1,Single Tracks,,,"Below PDX, Trash Skull","<p>Below PDX is a noise label headed by James Squeaky, the man who is also behind the vocal-noise experimentation of Argumentix.  A former member of Alarmist, Sex With Girls, and Space Hawk, James ditched these bands to explore what could be described as a type of musical deconstructionism. Argumentix uses found sound, damaged tapes, field recordings, drum beats, and some aching, wailing vocals to create uniquely emotional noise productions. (-via Tommy E. at <a href=""http://blog.wfmu.org/freeform/2008/08/playin-free-in.html"" target=""_blank""><em>WFMU's Beware of the Blog!</em></a>)</p>",0,11/26/08 1:49,2,62,45.5234515,"Portland, OR",-122.6762071,James Squeaky,Argumentix,"Animal Writes, Ghost to Falco, Soup Purse, Noise Divorce, Bird Costumes, Alarmist, Space Hawk, Sex with Girls","['portland', 'argumentix']",http://www.belowpdx.com,,training,large,320000,0,,11/26/08 1:46,11/26/08 0:00,90,0,Rock,[25],"[25, 12]",,591,en,Attribution-NonCommercial-ShareAlike 3.0 International,226,,0,,[],Ready to Die
181,0,11/26/08 1:52,4/13/07 0:00,,0,79,<p>This Human Ear Music reissue compiles a “Best Of” from the self-released double-cd “Fast Forward/Scared Famous” recorded during and after “Worn Copy.”</p>,1339,,[],Scared Famous,1,Album,1/1/96 0:00,,"Ballbearings Pinatas, Vinyl International, <a href=""http://www.4ad.com/ariel-pinks-haunted-graffiti/"">4AD</a>","<p>Ariel ""Pink"" Rosenberg has been churning out tape after tape of warped pop hits since 1996. A recent batch of higher profile releases, jump-started by Animal Collective's Paw Tracks label, is just the tip of his R. Stevie Moore-inspired iceberg. Ariel Pink's Haunted Graffiti reimagines 70's AM radio through psychedelic vision goggles. Although he typically records solo to 8-track cassette, Ariel Pink stopped by WFMU while on tour with a full backing band, bringing the Haunted Graffiti to life here in studio B. (-Jason Sigal August 2008)</p>
<p>In November 2009, Ariel Pink's Haunted Graffiti was signed to 4AD records. He released a new mp3 single ""Round and Round"" in March 2010, marking a studio quality departure from his former lo-fi recordings. 4AD released it as a 7"" single, backed with ""Mistaken Wedding"". A new album, ""Before Today"", will be released summer 2010. (read more at <a title=""http://en.wikipedia.org/wiki/Ariel_Pink"" href=""http://en.wikipedia.org/wiki/Ariel_Pink"" target=""_blank"">wikipedia</a>)</p>",10,11/26/08 1:49,76,64,,,,"Ariel ""Pink"" Rosenberg on vocals
Kenny Gilmore on keys/guitar
Tim Koh on bass
Cole M. Greif-Neill on guitar.

Jimi Hey on drums (",Ariel Pink's Haunted Graffiti,John Maus,['ariel pinks haunted graffiti'],http://www.ariel-pink.com/,http://en.wikipedia.org/wiki/Ariel_Pink,test,medium,256000,0,,11/26/08 1:46,1/1/06 0:00,171,8,Rock,[27],"[27, 12]",,1736,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1339,,1,,[],Gopacapulco
182,0,11/26/08 1:52,4/26/05 0:00,,0,80,"<p><em>Worn Copy</em> is    the history of popular music as revealed through the eyes and ears of Ariel    Pink. It’s an impassioned combinatory view of popular and unpopular culture    that takes in everything from The Cure, R. Stevie Moore and Amon Duul to forgotten    episodes of <em>The Gong Show</em>, <em>It's Your Move</em>, and <em>What's Happening?</em> Originally released in 2003 by the Rhystop label. (-via <a href=""http://paw-tracks.com"">paw-tracks.com</a>)</p>",5289,,[],Worn Copy,1,Album,1/1/96 0:00,,"Ballbearings Pinatas, Vinyl International, <a href=""http://www.4ad.com/ariel-pinks-haunted-graffiti/"">4AD</a>","<p>Ariel ""Pink"" Rosenberg has been churning out tape after tape of warped pop hits since 1996. A recent batch of higher profile releases, jump-started by Animal Collective's Paw Tracks label, is just the tip of his R. Stevie Moore-inspired iceberg. Ariel Pink's Haunted Graffiti reimagines 70's AM radio through psychedelic vision goggles. Although he typically records solo to 8-track cassette, Ariel Pink stopped by WFMU while on tour with a full backing band, bringing the Haunted Graffiti to life here in studio B. (-Jason Sigal August 2008)</p>
<p>In November 2009, Ariel Pink's Haunted Graffiti was signed to 4AD records. He released a new mp3 single ""Round and Round"" in March 2010, marking a studio quality departure from his former lo-fi recordings. 4AD released it as a 7"" single, backed with ""Mistaken Wedding"". A new album, ""Before Today"", will be released summer 2010. (read more at <a title=""http://en.wikipedia.org/wiki/Ariel_Pink"" href=""http://en.wikipedia.org/wiki/Ariel_Pink"" target=""_blank"">wikipedia</a>)</p>",10,11/26/08 1:49,76,64,,,,"Ariel ""Pink"" Rosenberg on vocals
Kenny Gilmore on keys/guitar
Tim Koh on bass
Cole M. Greif-Neill on guitar.

Jimi Hey on drums (",Ariel Pink's Haunted Graffiti,John Maus,['ariel pinks haunted graffiti'],http://www.ariel-pink.com/,http://en.wikipedia.org/wiki/Ariel_Pink,test,small,256000,0,,11/26/08 1:46,11/26/08 0:00,228,19,Rock,[27],"[27, 12]",,5990,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,5547,,3,,[],Jules Lost His Jewels
183,0,11/26/08 1:52,10/12/04 0:00,,1,81,"<p>After years of recording in relative seclusion in the hills    of Los Angeles, Ariel Pink makes his official Paw Tracks debut with “The Doldrums.” Originally    a handmade CD-R release a couple years back, “The Doldrums” by Ariel Pink’s    Haunted Graffiti was discovered by the Animal Collective during one of their    west coast tours and became an immediate favorite. Recording at home with a    guitar, bass, keyboard, and 8-track (the drum sounds are all unbelievably created    with his mouth), Ariel Pink blends Lite FM and warped lo-fi pop into something    beautiful and confusing, yet highly addictive.</p>",869,,[],The Doldrums,1,Album,1/1/96 0:00,,"Ballbearings Pinatas, Vinyl International, <a href=""http://www.4ad.com/ariel-pinks-haunted-graffiti/"">4AD</a>","<p>Ariel ""Pink"" Rosenberg has been churning out tape after tape of warped pop hits since 1996. A recent batch of higher profile releases, jump-started by Animal Collective's Paw Tracks label, is just the tip of his R. Stevie Moore-inspired iceberg. Ariel Pink's Haunted Graffiti reimagines 70's AM radio through psychedelic vision goggles. Although he typically records solo to 8-track cassette, Ariel Pink stopped by WFMU while on tour with a full backing band, bringing the Haunted Graffiti to life here in studio B. (-Jason Sigal August 2008)</p>
<p>In November 2009, Ariel Pink's Haunted Graffiti was signed to 4AD records. He released a new mp3 single ""Round and Round"" in March 2010, marking a studio quality departure from his former lo-fi recordings. 4AD released it as a 7"" single, backed with ""Mistaken Wedding"". A new album, ""Before Today"", will be released summer 2010. (read more at <a title=""http://en.wikipedia.org/wiki/Ariel_Pink"" href=""http://en.wikipedia.org/wiki/Ariel_Pink"" target=""_blank"">wikipedia</a>)</p>",10,11/26/08 1:49,76,64,,,,"Ariel ""Pink"" Rosenberg on vocals
Kenny Gilmore on keys/guitar
Tim Koh on bass
Cole M. Greif-Neill on guitar.

Jimi Hey on drums (",Ariel Pink's Haunted Graffiti,John Maus,['ariel pinks haunted graffiti'],http://www.ariel-pink.com/,http://en.wikipedia.org/wiki/Ariel_Pink,test,large,256000,0,,11/26/08 1:46,11/26/08 0:00,260,9,Rock,[27],"[27, 12]",,1264,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,869,,4,,[],For Kate I Wait
184,2,11/26/08 1:52,1/6/09 0:00,,2,82,<p>Ariel Pink's third release on the Paw Tracks label.  Released in January of 2006.</p>,831,,[],House Arrest,1,Album,1/1/96 0:00,,"Ballbearings Pinatas, Vinyl International, <a href=""http://www.4ad.com/ariel-pinks-haunted-graffiti/"">4AD</a>","<p>Ariel ""Pink"" Rosenberg has been churning out tape after tape of warped pop hits since 1996. A recent batch of higher profile releases, jump-started by Animal Collective's Paw Tracks label, is just the tip of his R. Stevie Moore-inspired iceberg. Ariel Pink's Haunted Graffiti reimagines 70's AM radio through psychedelic vision goggles. Although he typically records solo to 8-track cassette, Ariel Pink stopped by WFMU while on tour with a full backing band, bringing the Haunted Graffiti to life here in studio B. (-Jason Sigal August 2008)</p>
<p>In November 2009, Ariel Pink's Haunted Graffiti was signed to 4AD records. He released a new mp3 single ""Round and Round"" in March 2010, marking a studio quality departure from his former lo-fi recordings. 4AD released it as a 7"" single, backed with ""Mistaken Wedding"". A new album, ""Before Today"", will be released summer 2010. (read more at <a title=""http://en.wikipedia.org/wiki/Ariel_Pink"" href=""http://en.wikipedia.org/wiki/Ariel_Pink"" target=""_blank"">wikipedia</a>)</p>",10,11/26/08 1:49,76,64,,,,"Ariel ""Pink"" Rosenberg on vocals
Kenny Gilmore on keys/guitar
Tim Koh on bass
Cole M. Greif-Neill on guitar.

Jimi Hey on drums (",Ariel Pink's Haunted Graffiti,John Maus,['ariel pinks haunted graffiti'],http://www.ariel-pink.com/,http://en.wikipedia.org/wiki/Ariel_Pink,test,large,256000,0,,11/26/08 1:46,11/26/08 0:00,254,9,Rock,[27],"[27, 12]",,1197,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,831,,6,,[],Helen
185,0,11/26/08 1:52,1/20/04 0:00,Ariel Pink,2,83,"<p><span class=""line2"">performed by: Ariel Pink (electric                          guitar, bass, keyboard, drums(sic), voc) recorded on a                          yamaha MT8X multitrack recorder at the kingsley house,                          january, 2002. </span></p>",1042,,[],Homemade Hits Vol. 1,1,Album,1/1/96 0:00,,"Ballbearings Pinatas, Vinyl International, <a href=""http://www.4ad.com/ariel-pinks-haunted-graffiti/"">4AD</a>","<p>Ariel ""Pink"" Rosenberg has been churning out tape after tape of warped pop hits since 1996. A recent batch of higher profile releases, jump-started by Animal Collective's Paw Tracks label, is just the tip of his R. Stevie Moore-inspired iceberg. Ariel Pink's Haunted Graffiti reimagines 70's AM radio through psychedelic vision goggles. Although he typically records solo to 8-track cassette, Ariel Pink stopped by WFMU while on tour with a full backing band, bringing the Haunted Graffiti to life here in studio B. (-Jason Sigal August 2008)</p>
<p>In November 2009, Ariel Pink's Haunted Graffiti was signed to 4AD records. He released a new mp3 single ""Round and Round"" in March 2010, marking a studio quality departure from his former lo-fi recordings. 4AD released it as a 7"" single, backed with ""Mistaken Wedding"". A new album, ""Before Today"", will be released summer 2010. (read more at <a title=""http://en.wikipedia.org/wiki/Ariel_Pink"" href=""http://en.wikipedia.org/wiki/Ariel_Pink"" target=""_blank"">wikipedia</a>)</p>",10,11/26/08 1:49,76,64,,,,"Ariel ""Pink"" Rosenberg on vocals
Kenny Gilmore on keys/guitar
Tim Koh on bass
Cole M. Greif-Neill on guitar.

Jimi Hey on drums (",Ariel Pink's Haunted Graffiti,John Maus,['ariel pinks haunted graffiti'],http://www.ariel-pink.com/,http://en.wikipedia.org/wiki/Ariel_Pink,test,large,256000,0,,11/26/08 1:46,1/1/02 0:00,143,13,,"[27, 76]","[10, 27, 12, 76]","<p><span class=""line2"">performed by: Ariel Pink (electric                          guitar, bass, keyboard, drums(sic), voc) recorded on a                          yamaha MT8X multitrack recorder at the kingsley house,                          january, 2002. </span></p>",1426,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1043,,9,,[],Want Me
188,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:46,,44,1,Folk,[17],[17],,3137,en,Attribution-NonCommercial-ShareAlike 3.0 International,1253,,1,,[],Piano 1
189,0,11/26/08 1:52,1/7/09 0:00,,0,85,<p>Ed originally recorded <em>What I Know </em>on cassette in 1998.&nbsp; He's graciously given a digital transfer for FMA listeners to enjoy!</p>,894,,[],What I Know,10,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:46,11/26/08 0:00,283,1,Folk,[17],[17],,730,en,Attribution-NonCommercial-ShareAlike 3.0 International,101,,1,,[],The Thought Of It
190,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:46,,249,1,Folk,[17],[17],,1758,en,Attribution-NonCommercial-ShareAlike 3.0 International,945,,2,,[],Castle Of Stars
191,0,11/26/08 1:52,1/7/09 0:00,,0,85,<p>Ed originally recorded <em>What I Know </em>on cassette in 1998.&nbsp; He's graciously given a digital transfer for FMA listeners to enjoy!</p>,894,,[],What I Know,10,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:46,11/26/08 0:00,224,0,Folk,[17],[17],,1224,en,Attribution-NonCommercial-ShareAlike 3.0 International,64,,2,,[],Song About Michael
192,0,11/26/08 1:52,1/7/09 0:00,,0,85,<p>Ed originally recorded <em>What I Know </em>on cassette in 1998.&nbsp; He's graciously given a digital transfer for FMA listeners to enjoy!</p>,894,,[],What I Know,10,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:46,11/26/08 0:00,40,1,Folk,[17],[17],,472,en,Attribution-NonCommercial-ShareAlike 3.0 International,125,,3,,[],Ed Talk WNYC
